id,How confident are you that you understand what protections a TEE offers? (initial),ResponseId,How confident are you that you understand the scenario? (medical),What is the goal of the medical study? (attempt 1),What is the goal of the medical study? (attempt 2),How likely would you be willing to participate in the medical study?,How likely would you be willing to participate in the medical study? (free-response),"How safe do you think data would be when it is protected by a TEE? (medical, initial)","What questions do you still have about TEEs, if any? (medical)",How much would knowing the answers to these questions change your willingness to participate in the medical study?,"TEE concept (medical, 1)","TEE concept (medical, 2)","TEE concept (medical, 3)","TEE concept (medical, 4)","TEE concept (medical, 5)","TEE concept (medical, 6)","TEE concept (medical, 7)","TEE concept (medical, 8)","TEE concept (medical, 9)","TEE concept (medical, 10)",How confident are you about your answers to the questions on this page? (medical),"How confident are you that you understand what protections a TEE offers? (medical, post-concepts)","How safe do you think data would be when it is protected by a TEE? (medical, post-TEE concepts)",How confident are you that you understand the scenario? (IoT),What kind of device are you shopping for? (attempt 1),What kind of device are you shopping for? (attempt 2),How likely would you be to purchase the voice assistant/light bulb?,How likely would you be to purchase the voice assistant/light bulb? (free-response),"How safe do you think data would be when it is protected by a TEE? (IoT, initial)","What questions do you still have about TEEs, if any? (IoT)",How much would knowing the answers to these questions change your willingness to purchase the voice assistant/light bulb?,"TEE concept (IoT, 1)","TEE concept (IoT, 2)","TEE concept (IoT, 3)","TEE concept (IoT, 4)","TEE concept (IoT, 5)","TEE concept (IoT, 6)","TEE concept (IoT, 7)","TEE concept (IoT, 8)","TEE concept (IoT, 9)","TEE concept (IoT, 10)",How confident are you about your answers to the questions on this page? (IoT),"How confident are you that you understand what protections a TEE offers? (IoT, post-concepts)","How safe do you think data would be when it is protected by a TEE? (IoT, post-TEE concepts)","Before this survey, were you familiar with the concept of TEEs?","Before this survey, were you familiar with the concept of TEEs? (free resposne)",Are you employed in a computing field?,Are you employed in a computing field? (free response),Do you have formal education in a computing field?,Do you have formal education in a computing field? (free response),Do you have prior experience with medical research?,Do you have prior experience with medical research? (free response),Do you work in a medical field?,Do you work in a medical field? (free response),Do you own any smart devices?,Do you own any smart devices? (free response),Do you have experience with home automation?,Do you have experience with home automation? (free response),Age,Gender,Gender (free response),Race,Race (free response),Education,Feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN_S1,EXPLN_S2,EXPLN_S3,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
388,Somewhat confident,R_5DZIzTergroao1w,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,Same,Definitely would not change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,What is the process for authorizing people to view or change the data? How can you guarantee that the authorization itself is secure?,Probably would not change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Simple,0,Unsubstantial,Untechnical,Prevents,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
389,Somewhat confident,R_5eQYq7OaaCtmPP0,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,You do understand that people don't trust technology?,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,"I would like to know more about this technique. Can it be explained in non-programming language? Like a Duo, that can be pretty well explained to a non-techie. How long is this data kept? What guarantee is offered that this is all true and correct information, or that the TEE won't get hacked and the info used in other ways?",Probably would change,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,Yes; as a participant,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Female,,White or Caucasian,,Bachelor’s degree,"You can say the TEE will work flawlessly, you can say it's failproof, but that doesn't make it so. The TEE is only as good as the humans who build and implement it. I don't trust technology because several times my personal data has been compromised by some organization or other who ""guaranteed"" that would not happen. ",Medical-Complex,IoT-Simple,0,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
390,Somewhat confident,R_7zyllKYlx5ahuIF,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Is the Tee safe for young children to use for the development process?,Probably would change,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,Same,Probably would change,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Completely confident,Somewhat safe,Yes,,"No, but I have been in the past",,No,,No,,"No, but I have been in the past",,"Yes, but I don’t use the smart features",,"Yes, I have used home automation, but not currently",,18-24 years old,Male,,Black or African American,,Associates or technical degree,,Medical-Complex,IoT-Simple,1,Hardware,Untechnical,No Prevents,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
391,Somewhat confident,R_7wnsiRhkmVvaZCM,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,Are they accessible from remote locations?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Simple,0,Hardware,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,Not at all confident,R_7rdUYKSsy3sEZ3P,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,None,Probably would change,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,Same,Probably would not change,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,55-64 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Complex,IoT-Complex,1,Trust,Untechnical,Prevents,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
393,Not at all confident,R_1P50q7uBjmmSwzu,Somewhat confident,Develop an AI tool for diagnosing patients,,Definitely would,,Completely safe,Same,Probably would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,How does it protect data,Definitely would change,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,White or Caucasian,,Bachelor’s degree,None ,Medical-Complex,IoT-Simple,0,Trust,Technical,No Prevents,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
394,Somewhat confident,R_7Orb9GyhHDgTuwC,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,same,Definitely would change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,I would want to read more on what’s TEE is,Probably would change,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I don’t own smart devices",,35-44 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Complex,0,Unsubstantial,Technical,Prevents,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
395,Somewhat confident,R_1nXDkNVtayzy0vv,Completely confident,Determine where to build a new hospital,,Would not,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Trust,Untechnical,Prevents,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
396,Completely confident,R_5msmKp9skDTwfiV,Completely confident,Develop an AI tool for diagnosing patients,,Definitely would,,Completely safe,Do I have access to all possible diagnosis’s made by TEE? If so it would be a great source for a second opinion,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,How much personal data is stored and how much is accessed by the app to use the smart bulb?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,55-64 years old,Male,,Prefer to self-describe,Latino,Bachelor’s degree,,Medical-Complex,IoT-Simple,1,Unsubstantial,Untechnical,No Prevents,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0
397,Completely confident,R_3O0v8Vkaflqyw1k,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,Where is the data stored,Probably would change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Completely confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,none,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,35-44 years old,Female,,Black or African American,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",No,Medical-Simple,IoT-Simple,1,Hardware,Untechnical,No Prevents,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
398,Somewhat confident,R_7UfJDEMwnyRRg9B,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,Same,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,None,Probably would not change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,25-34 years old,Non-binary / third gender,,White or Caucasian,,"Some college, but no degree",,Medical-Simple,IoT-Simple,0,Unsubstantial,Untechnical,Prevents,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
399,Completely confident,R_6KDflP40KwTZKzD,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,how does it do that,Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,Yes,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Male,,Prefer to self-describe,mexican,"Some college, but no degree",,Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
400,Completely confident,R_1PTQ50PlSQPyrJA,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Somewhat safe,None,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Not at all confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Male,,White or Caucasian,,Some high school or less,No,Medical-Complex,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
401,Somewhat confident,R_6Ok9Iy37g5CfGtZ,Not at all confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,Still never said how it works   How is it programs running TEEs are separate from the remainder of the computer,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,Depends on security of other alternatives and how they use my data,Somewhat safe,How widespread the access to the data is and how the TEE actually protects the data and limits access,Probably would not change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,45-54 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Complex,0,Trust,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
402,Somewhat confident,R_7Ep3sI1QjXsCOqP,Somewhat confident,Determine where to build a new hospital,,Would not,,Somewhat safe,Why go to the bother of making a TEE for this instead of not using that specific of information. A zip code should be fine. You wouldn't need individuals medical conditions since the coding at hospitals already exists.,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,What's the protocol if and when there is a breech.,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,Yes,,No,,Yes; as a participant,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,"White or Caucasian,American Indian/Native American or Alaska Native",,Associates or technical degree,,Medical-Simple,IoT-Complex,0,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0
403,Completely confident,R_6BbKgTP0fPO1tSu,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,I would want to know more about the AI program that's being developed and how it would be used.,Somewhat safe,"I would want to know how the TEE is ""isolated"" from the rest of the computer. For example, is the TEE at all connected to the internet? Can it be hacked?",Probably would not change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Not at all confident,Somewhat confident,Not at all safe,Completely confident,Smart voice assistant,,Would not,,Not at all safe,same,Probably would not change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Not at all confident,Somewhat confident,Not at all safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I don’t own smart devices",,35-44 years old,Non-binary / third gender,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,1,Trust,Technical,Prevents,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1
404,Somewhat confident,R_7rM5n9izZuEF6N9,Completely confident,Determine where to build a new hospital,,Would not,,Somewhat safe,How exactly does Tee keep our data safe and how effective is it.,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,"No, but I have been in the past",,Yes,,No,,"No, but I have been in the past",,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,"Black or African American,Asian",,"Some college, but no degree",,Medical-Simple,IoT-Complex,1,Unsubstantial,Untechnical,Prevents,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
405,Completely confident,R_3gzs7tVLQz6b8Hy,Completely confident,Develop an AI tool for diagnosing patients,,Definitely would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,"White or Caucasian,Black or African American",,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0
406,Somewhat confident,R_6dYRBMv39AUljUy,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,same,Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart voice assistant,,Definitely would,,Completely safe,I can't quite picture how it works. Is it part of the hardware/software of the device?,Definitely would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Complex,0,Trust,Technical,Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
407,Completely confident,R_1QLeRXyfVn0fK9Q,Somewhat confident,Determine where to build a new hospital,,Definitely would,,Somewhat safe,None,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,None,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Female,,White or Caucasian,,High school diploma or GED,,Medical-Simple,IoT-Complex,1,Unsubstantial,Technical,No Prevents,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
408,Somewhat confident,R_33rSlUX9TP5TQgw,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,"I am curious to know how they are protected, and if the security can be breached as easily as the computer's security itself can be breached?",Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Not at all confident,Not at all confident,Somewhat safe,No,,No,,No,,Yes; as a participant,,"No, but I have been in the past",,"No, but I have in the past",,"No, I do not use home automation, but I do own smart devices",,55-64 years old,Female,,White or Caucasian,,"Some college, but no degree","Interesting study, thank you!",Medical-Complex,IoT-Simple,0,Hardware,Technical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,Completely confident,R_6EsJK0gECsfTVPk,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,none,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,"White or Caucasian,American Indian/Native American or Alaska Native",,"Some college, but no degree",no,Medical-Complex,IoT-Simple,0,Trust,Technical,No Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
410,Completely confident,R_3PThn5E9LNyGKyp,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Not at all safe,Way too many times this stuff has fallen to bad actors,Probably would not change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Somewhat safe,What benefits do I have tht don't already exist,Probably would not change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Completely confident,Somewhat safe,No,,"No, but I have been in the past",,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Complex,1,Trust,Untechnical,No Prevents,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1
